Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
06/10/2020,02/01/2020,06/06/2020,Connecticut,Male,55-64 years,109,467,40,23,,129,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Connecticut,Male,65-74 years,241,796,87,62,,273,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Connecticut,Male,75-84 years,281,986,117,65,,338,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Connecticut,Male,85 years and over,398,"1,286",175,99,,481,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Connecticut,Male,All ages,"1,080","3,969",439,256,28,"1,290",
06/10/2020,02/01/2020,06/06/2020,Connecticut,Female,Under 1 year,0,13,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Connecticut,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Connecticut,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Connecticut,Female,15-24 years,,12,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Connecticut,Female,25-34 years,,23,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Connecticut,Female,35-44 years,,58,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Connecticut,Female,45-54 years,12,104,,,,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Connecticut,Female,55-64 years,60,291,25,14,,75,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Connecticut,Female,65-74 years,134,527,69,33,,173,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Connecticut,Female,75-84 years,301,986,122,78,13,358,
06/10/2020,02/01/2020,06/06/2020,Connecticut,Female,85 years and over,583,"2,003",210,117,10,686,
06/10/2020,02/01/2020,06/06/2020,Connecticut,Female,All ages,"1,102","4,024",430,245,35,"1,322",
06/10/2020,02/01/2020,06/06/2020,Connecticut,Unknown,All ages,0,10,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Connecticut Total,All,All Ages,"2,182","8,003",870,501,63,"2,613",
06/10/2020,02/01/2020,06/06/2020,Delaware,Male,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Delaware,Male,1-4 years,0,0,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Delaware,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Delaware,Male,15-24 years,0,13,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Delaware,Male,25-34 years,,40,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Delaware,Male,35-44 years,,50,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Delaware,Male,45-54 years,,88,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Delaware,Male,55-64 years,20,223,15,,0,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Delaware,Male,65-74 years,42,368,39,17,,65,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Delaware,Male,75-84 years,46,404,25,15,,59,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Delaware,Male,85 years and over,48,426,40,22,,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Delaware,Male,All ages,164,"1,621",126,66,,229,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Delaware,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Delaware,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Delaware,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Delaware,Female,15-24 years,0,11,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Delaware,Female,25-34 years,,17,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Delaware,Female,35-44 years,0,33,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Delaware,Female,45-54 years,12,59,,,0,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Delaware,Female,55-64 years,16,177,17,,,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Delaware,Female,65-74 years,26,298,27,,,47,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Delaware,Female,75-84 years,43,443,40,15,,69,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Delaware,Female,85 years and over,93,709,67,28,,136,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Delaware,Female,All ages,194,"1,759",162,67,11,300,
06/10/2020,02/01/2020,06/06/2020,Delaware,Unknown,All ages,0,0,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Delaware Total,All,All Ages,358,"3,380",288,133,16,529,
06/10/2020,02/01/2020,06/06/2020,District of Columbia,Male,Under 1 year,0,16,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,District of Columbia,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,District of Columbia,Male,5-14 years,0,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,District of Columbia,Male,15-24 years,0,32,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,District of Columbia,Male,25-34 years,,61,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,District of Columbia,Male,35-44 years,,74,11,,0,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,District of Columbia,Male,45-54 years,20,107,22,20,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,District of Columbia,Male,55-64 years,37,269,55,37,,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,District of Columbia,Male,65-74 years,69,350,93,69,,94,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,District of Columbia,Male,75-84 years,53,256,72,53,0,72,
06/10/2020,02/01/2020,06/06/2020,District of Columbia,Male,85 years and over,33,217,42,33,,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,District of Columbia,Male,All ages,223,"1,393",302,223,,306,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,District of Columbia,Female,Under 1 year,0,15,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,District of Columbia,Female,1-4 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,District of Columbia,Female,5-14 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,District of Columbia,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,District of Columbia,Female,25-34 years,0,18,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,District of Columbia,Female,35-44 years,0,28,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,District of Columbia,Female,45-54 years,13,80,18,13,0,18,
06/10/2020,02/01/2020,06/06/2020,District of Columbia,Female,55-64 years,20,159,30,20,0,30,
06/10/2020,02/01/2020,06/06/2020,District of Columbia,Female,65-74 years,38,225,60,38,,61,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,District of Columbia,Female,75-84 years,35,225,53,35,0,53,
06/10/2020,02/01/2020,06/06/2020,District of Columbia,Female,85 years and over,55,372,72,55,0,72,
06/10/2020,02/01/2020,06/06/2020,District of Columbia,Female,All ages,161,"1,139",234,161,,238,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,District of Columbia,Unknown,All ages,0,0,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,District of Columbia Total,All,All Ages,384,"2,532",536,384,,544,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Florida,Male,Under 1 year,0,223,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Florida,Male,1-4 years,0,47,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Florida,Male,5-14 years,0,75,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Florida,Male,15-24 years,0,545,,0,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Florida,Male,25-34 years,,"1,134",22,,,32,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Florida,Male,35-44 years,30,"1,444",61,14,,83,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Florida,Male,45-54 years,64,"2,489",147,37,20,192,
06/10/2020,02/01/2020,06/06/2020,Florida,Male,55-64 years,149,"5,906",408,87,30,500,
06/10/2020,02/01/2020,06/06/2020,Florida,Male,65-74 years,307,"9,025",817,166,36,994,
06/10/2020,02/01/2020,06/06/2020,Florida,Male,75-84 years,414,"10,975","1,065",221,34,"1,291",
06/10/2020,02/01/2020,06/06/2020,Florida,Male,85 years and over,326,"10,361",882,165,16,"1,059",
06/10/2020,02/01/2020,06/06/2020,Florida,Male,All ages,"1,298","42,224","3,418",693,154,"4,172",
06/10/2020,02/01/2020,06/06/2020,Florida,Female,Under 1 year,0,195,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Florida,Female,1-4 years,0,47,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Florida,Female,5-14 years,0,45,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Florida,Female,15-24 years,,200,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Florida,Female,25-34 years,,521,24,,,29,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Florida,Female,35-44 years,,814,44,,,53,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Florida,Female,45-54 years,28,"1,557",96,14,12,122,
06/10/2020,02/01/2020,06/06/2020,Florida,Female,55-64 years,64,"3,637",276,34,23,329,
06/10/2020,02/01/2020,06/06/2020,Florida,Female,65-74 years,194,"6,206",523,115,39,641,
06/10/2020,02/01/2020,06/06/2020,Florida,Female,75-84 years,293,"9,131",750,152,35,925,
06/10/2020,02/01/2020,06/06/2020,Florida,Female,85 years and over,428,"14,605",944,193,26,"1,204",
